InspectionID,EquipmentID,TechnicianID,InspectionDate,Result,DeficienciesFound,Notes
953,531,9,2026-06-16,"Pass with Deficiency",4,"Ratione cum molestiae illo expedita."
954,532,6,2025-11-26,Pass,0,
955,532,12,2025-08-26,"Pass with Deficiency",4,"Optio ex eos veniam nulla labore."
956,532,14,2024-11-12,Fail,3,"Reprehenderit voluptatem ab pariatur ipsum temporibus nostrum numquam vero placeat."
957,533,2,2025-12-19,Pass,0,
958,534,20,2026-03-25,Pass,0,
959,534,15,2026-03-22,Pass,0,
960,535,10,2024-01-09,Pass,0,
961,535,16,2025-04-22,Fail,2,"Fugit recusandae beatae ducimus quam ad maxime quo."
962,536,5,2024-10-23,Pass,0,
963,536,20,2024-06-15,Pass,0,
964,536,10,2024-03-07,Pass,0,
965,537,1,2024-08-10,Pass,0,
966,537,10,2024-02-24,"Pass with Deficiency",1,"Rem ipsum aliquam tempore deserunt maiores veniam cumque vero modi."
967,538,10,2024-12-26,Pass,0,
968,538,22,2024-09-14,"Pass with Deficiency",1,"Occaecati distinctio occaecati distinctio."
969,539,12,2024-03-29,"Pass with Deficiency",2,"Saepe dignissimos repudiandae soluta qui ipsa repellendus asperiores placeat."
970,541,9,2026-01-20,Pass,0,
971,541,7,2024-03-23,Pass,0,
972,541,10,2025-04-29,Pass,0,
973,543,8,2025-03-08,"Pass with Deficiency",4,"Itaque ex assumenda amet recusandae."
974,543,13,2024-09-24,Fail,1,"Architecto reprehenderit tenetur illum iste illo et harum blanditiis ab."
975,544,20,2025-07-31,Pass,0,
976,544,14,2024-11-26,Pass,0,
977,545,5,2024-07-23,Pass,0,
978,545,9,2025-07-21,Pass,0,
979,545,7,2024-03-28,Pass,0,
980,546,19,2025-07-12,Fail,4,"Aperiam quia aliquid sed facere magnam enim placeat non eligendi unde."
981,546,6,2026-06-15,Pass,0,
982,547,4,2025-03-28,Pass,0,
983,547,23,2025-12-02,Pass,0,
984,550,12,2025-03-13,Pass,0,
985,550,15,2025-02-24,Pass,0,
986,550,15,2025-07-26,Pass,0,
987,552,25,2026-02-12,Pass,0,
988,553,20,2025-08-17,"Pass with Deficiency",2,"Hic optio labore modi consequatur hic reiciendis molestias."
989,554,12,2025-07-10,Pass,0,
990,554,19,2026-02-12,"Pass with Deficiency",1,"Error suscipit vitae sint officia vero."
991,554,13,2025-11-17,Pass,0,
992,555,15,2026-05-09,"Pass with Deficiency",4,"Mollitia nam commodi a."
993,556,3,2026-04-29,Pass,0,
994,557,4,2024-04-09,Pass,0,
995,557,10,2025-12-08,Pass,0,
996,557,11,2026-01-28,"Pass with Deficiency",1,"Hic molestias assumenda distinctio qui quas distinctio temporibus sed consequuntur."
997,558,22,2026-01-04,Pass,0,
998,558,2,2025-07-29,"Pass with Deficiency",2,"Dolore rerum deserunt delectus reiciendis sequi."
999,558,24,2024-08-16,Fail,2,"Itaque mollitia enim architecto atque quas laborum ex consectetur omnis."
1000,559,21,2025-10-05,"Pass with Deficiency",3,"Eligendi architecto deserunt laborum eveniet."
1001,559,10,2026-04-04,"Pass with Deficiency",1,"Possimus corrupti necessitatibus repellat vero cumque et."
1002,559,16,2024-07-24,Pass,0,
1003,560,3,2025-09-10,Pass,0,
1004,561,17,2024-07-28,Pass,0,
1005,562,16,2025-06-01,Pass,0,
1006,563,13,2024-05-04,Pass,0,
1007,563,10,2024-07-07,Pass,0,
1008,564,18,2025-09-19,Pass,0,
1009,565,15,2025-03-18,"Pass with Deficiency",1,"Quae odit eius facere perspiciatis ex laboriosam."
1010,565,5,2024-07-08,Pass,0,
1011,565,5,2024-06-23,"Pass with Deficiency",2,"Facere esse mollitia cupiditate non sapiente similique consequuntur molestiae."
1012,566,24,2024-07-24,Pass,0,
1013,566,16,2024-10-23,Pass,0,
1014,566,22,2025-08-25,Pass,0,
1015,567,12,2025-02-04,Pass,0,
1016,567,13,2024-04-19,Pass,0,
1017,569,14,2024-01-29,"Pass with Deficiency",2,"Quasi occaecati quas tempora sed occaecati repellat."
1018,569,10,2025-07-31,Pass,0,
1019,570,1,2024-02-04,Pass,0,
1020,570,21,2025-11-03,Pass,0,
1021,571,15,2024-12-29,Pass,0,
1022,571,5,2026-01-10,Pass,0,
1023,571,15,2024-06-11,Pass,0,
1024,572,17,2024-12-23,"Pass with Deficiency",2,"Illo nihil temporibus mollitia molestiae voluptatum iusto quod facilis dolore."
1025,572,23,2025-06-09,Pass,0,
1026,573,6,2024-12-26,Pass,0,
1027,574,24,2025-04-15,Pass,0,
1028,574,23,2024-10-12,"Pass with Deficiency",2,"Quasi enim iure magni id magnam optio sed rem nostrum."
1029,574,25,2025-02-07,Pass,0,
1030,575,21,2025-04-28,Pass,0,
1031,576,22,2025-12-26,Pass,0,
1032,576,17,2024-05-12,"Pass with Deficiency",3,"Quidem consequuntur culpa necessitatibus natus sit."
1033,576,23,2025-08-17,Pass,0,
1034,577,19,2025-02-17,Pass,0,
1035,577,3,2026-05-22,Pass,0,
1036,578,6,2025-11-12,Pass,0,
1037,578,4,2025-11-26,Pass,0,
1038,578,16,2024-08-25,Pass,0,
1039,579,8,2026-06-20,Pass,0,
1040,579,6,2026-02-12,"Pass with Deficiency",4,"Quasi laboriosam facere dolor laborum aperiam."
1041,579,14,2025-09-18,Fail,1,"Doloremque pariatur maxime recusandae harum ullam sunt aliquam."
1042,580,4,2026-02-06,Pass,0,
1043,580,3,2025-01-18,Pass,0,
1044,581,21,2024-11-24,"Pass with Deficiency",2,"Aut voluptas odio earum quia neque necessitatibus fugiat."
1045,581,4,2025-01-21,Pass,0,
1046,581,5,2024-07-19,Fail,2,"Facilis officiis saepe maxime fugiat tenetur maiores explicabo."
1047,582,16,2024-10-19,Pass,0,
1048,582,8,2024-06-14,Pass,0,
1049,583,17,2024-03-29,"Pass with Deficiency",2,"Laborum laboriosam nobis magnam consequuntur cumque aspernatur officia."
1050,583,19,2025-11-15,Pass,0,
1051,584,7,2024-05-23,Pass,0,
1052,585,12,2024-12-14,"Pass with Deficiency",1,"Corrupti culpa nobis repellendus optio impedit."
1053,586,22,2024-07-13,"Pass with Deficiency",4,"Quam laboriosam laboriosam distinctio cum rerum ad aliquam."
1054,587,19,2024-12-31,"Pass with Deficiency",3,"Nihil consequatur maiores tempora corporis cumque ullam maxime illo voluptas."
1055,588,18,2025-03-25,"Pass with Deficiency",1,"Soluta quas reprehenderit veniam."
1056,588,14,2026-06-13,Pass,0,
1057,588,3,2024-05-10,Pass,0,
1058,589,10,2025-05-25,Pass,0,
1059,589,8,2025-07-07,Pass,0,
1060,589,11,2026-04-21,Pass,0,
1061,590,9,2025-01-01,Pass,0,
1062,590,3,2024-10-21,"Pass with Deficiency",2,"Ipsum voluptatibus sint cupiditate rerum nobis."
1063,592,18,2026-05-23,Pass,0,
1064,593,20,2025-02-12,Pass,0,
1065,593,20,2025-12-15,Pass,0,
1066,593,4,2024-09-26,Pass,0,
1067,594,1,2025-03-07,Pass,0,
1068,594,9,2026-06-28,Pass,0,
1069,594,25,2024-07-28,Pass,0,
1070,595,24,2026-02-14,Pass,0,
1071,595,22,2024-08-29,"Pass with Deficiency",1,"Reprehenderit delectus optio eaque quam exercitationem iste nihil dolorem harum."
1072,595,16,2025-07-31,Pass,0,
1073,596,23,2024-12-20,"Pass with Deficiency",1,"Accusantium minima tenetur placeat repudiandae."
1074,596,3,2026-06-27,Fail,1,"Atque labore nostrum aliquam quos magnam blanditiis laboriosam consectetur nobis."
1075,596,18,2024-05-12,Pass,0,
1076,597,24,2024-02-06,Pass,0,
1077,597,16,2025-10-27,Pass,0,
1078,598,14,2026-03-11,Pass,0,
1079,598,8,2024-02-26,Pass,0,
1080,599,25,2025-07-01,"Pass with Deficiency",2,"Tempore quod officiis minima."
1081,600,13,2026-01-25,Pass,0,
1082,600,1,2024-02-23,Pass,0,
1083,600,13,2025-03-16,"Pass with Deficiency",2,"Soluta possimus inventore vel laboriosam quisquam expedita rem."
1084,601,14,2024-04-28,Pass,0,
1085,601,15,2025-09-22,Pass,0,
1086,601,12,2024-12-17,Pass,0,
1087,603,2,2024-04-04,Pass,0,
1088,603,19,2025-02-26,Pass,0,
1089,604,25,2026-04-01,"Pass with Deficiency",1,"Atque consequatur labore doloremque similique eligendi soluta illum deleniti quae."
1090,604,1,2026-04-12,"Pass with Deficiency",2,"Neque blanditiis ab omnis."
1091,604,2,2024-05-09,Pass,0,
1092,606,6,2024-11-17,Pass,0,
1093,606,12,2026-06-30,Pass,0,
1094,607,10,2025-02-11,Pass,0,
1095,608,22,2024-03-19,Pass,0,
1096,608,3,2025-07-10,Pass,0,
1097,609,16,2026-05-29,"Pass with Deficiency",3,"Illum autem incidunt nesciunt ea modi natus nostrum."
1098,610,15,2026-03-09,"Pass with Deficiency",3,"Quidem impedit quos laboriosam fuga mollitia ducimus esse."
1099,611,10,2025-06-23,"Pass with Deficiency",2,"Quo id consequuntur sint blanditiis dolorem quos veniam."
1100,611,9,2025-07-08,Pass,0,
1101,611,17,2024-12-20,Pass,0,
1102,612,23,2024-10-13,Fail,4,"Dolor id excepturi mollitia possimus."
1103,612,3,2024-05-20,Pass,0,
1104,613,8,2025-07-20,Pass,0,
1105,613,7,2026-01-12,Pass,0,
1106,613,5,2024-08-28,Pass,0,
1107,614,15,2025-04-09,Pass,0,
1108,614,4,2026-05-06,Pass,0,
1109,614,2,2025-08-25,Pass,0,
1110,617,10,2024-03-02,"Pass with Deficiency",1,"Cum vitae a at corporis."
1111,617,9,2025-05-22,"Pass with Deficiency",4,"Ipsa aperiam dolore aspernatur alias fugit voluptates nostrum maxime quae."
1112,618,13,2024-02-15,Pass,0,
1113,620,7,2025-11-06,Pass,0,
1114,621,18,2024-11-08,Pass,0,
1115,621,2,2024-12-22,Pass,0,
1116,622,20,2026-04-28,"Pass with Deficiency",3,"Animi quo cupiditate laudantium ab sed ut maxime deserunt quos."
1117,623,25,2026-02-14,Pass,0,
1118,623,1,2026-04-29,Pass,0,
1119,624,14,2026-04-06,"Pass with Deficiency",1,"Maiores doloremque cumque alias dolores a culpa voluptatum quod explicabo."
1120,624,4,2026-01-08,Pass,0,
1121,624,22,2025-07-01,Pass,0,
1122,625,14,2025-08-04,Pass,0,
1123,625,25,2024-06-15,Pass,0,
1124,626,15,2024-05-15,"Pass with Deficiency",2,"Illo dicta accusamus provident ullam mollitia quas nam."
1125,626,1,2025-11-29,Pass,0,
1126,627,3,2024-12-11,Fail,3,"Expedita vitae eius non deserunt ut nemo ea illum autem."
1127,627,19,2025-09-22,Pass,0,
1128,628,12,2024-09-13,Pass,0,
1129,628,21,2024-05-07,"Pass with Deficiency",1,"Magnam excepturi blanditiis maiores ducimus."
1130,629,19,2026-05-06,Pass,0,
1131,629,9,2025-04-18,"Pass with Deficiency",4,"Repellat nemo possimus vitae natus quo quidem vero itaque itaque."
1132,630,15,2024-02-07,Pass,0,
1133,631,16,2025-07-23,Pass,0,
1134,631,7,2025-08-16,Pass,0,
1135,632,9,2024-03-06,"Pass with Deficiency",3,"Similique laboriosam ducimus fugit ratione dolore praesentium reiciendis impedit explicabo."
1136,633,6,2026-03-16,Pass,0,
1137,633,9,2025-05-21,Pass,0,
1138,634,8,2024-05-30,Pass,0,
1139,635,21,2024-04-27,Pass,0,
1140,635,21,2025-12-01,Pass,0,
1141,635,17,2024-02-12,"Pass with Deficiency",3,"Ab rerum dolorum at perferendis reprehenderit asperiores ut labore explicabo."
1142,637,23,2026-01-01,Pass,0,
1143,637,9,2025-11-25,Fail,1,"Eaque veniam placeat tenetur libero dicta quasi sit dignissimos dicta."
1144,637,12,2024-02-15,Pass,0,
1145,638,8,2024-03-20,Pass,0,
1146,638,17,2025-06-07,Pass,0,
1147,638,3,2024-11-29,Pass,0,
1148,639,12,2024-03-14,"Pass with Deficiency",4,"Saepe explicabo quod blanditiis aspernatur veritatis laudantium."
1149,639,21,2024-10-16,Pass,0,
1150,639,5,2025-09-13,Pass,0,
1151,640,11,2025-04-26,Fail,3,"Quisquam molestiae aliquam laboriosam."
1152,640,10,2024-06-13,Pass,0,
1153,641,2,2024-06-02,Pass,0,
1154,641,19,2025-09-15,Pass,0,
1155,642,11,2026-03-10,Pass,0,
1156,643,17,2024-08-08,"Pass with Deficiency",3,"Et tempore sunt nemo eius delectus quisquam maiores id quibusdam consectetur."
1157,643,13,2025-11-03,"Pass with Deficiency",1,"Reiciendis laboriosam molestiae magnam hic placeat cupiditate voluptate praesentium itaque."
1158,643,24,2026-02-19,Pass,0,
1159,646,3,2025-08-01,Fail,2,"Accusamus distinctio neque eveniet."
1160,646,17,2025-07-05,Fail,4,"Similique deleniti ea earum vero exercitationem delectus incidunt in quibusdam facilis."
1161,646,24,2026-06-18,Pass,0,
1162,647,2,2025-11-06,Pass,0,
1163,647,17,2024-11-20,Pass,0,
1164,647,9,2025-08-12,Pass,0,
1165,648,8,2026-03-29,Pass,0,
1166,648,25,2025-04-11,Fail,2,"Eius debitis consectetur nemo dolorem aut earum doloremque."
1167,649,24,2025-03-31,Fail,2,"Sequi deserunt reiciendis qui labore ab in consequatur tempora."
1168,649,24,2025-01-05,Fail,4,"Maxime quam quos error natus necessitatibus id porro animi repellendus labore."
1169,650,12,2024-03-19,Pass,0,
1170,651,21,2024-08-23,Pass,0,
1171,651,15,2025-08-06,"Pass with Deficiency",2,"Atque quia ea facere nam repellat exercitationem illum expedita perspiciatis non."
1172,652,18,2025-02-21,Pass,0,
1173,653,19,2025-09-12,Pass,0,
1174,653,9,2024-11-17,"Pass with Deficiency",3,"Nemo officiis cupiditate quos explicabo perferendis laborum qui suscipit fugit."
1175,653,4,2025-03-07,Pass,0,
1176,654,5,2025-10-09,Pass,0,
1177,654,25,2024-07-03,Pass,0,
1178,654,15,2024-05-03,Pass,0,
1179,655,9,2026-01-30,"Pass with Deficiency",4,"Iure vero sit odit unde in nostrum."
1180,655,4,2024-02-04,Pass,0,
1181,656,1,2024-03-15,Pass,0,
1182,656,5,2025-06-26,Pass,0,
1183,657,14,2025-02-15,Pass,0,
1184,657,23,2025-12-30,Pass,0,
1185,659,4,2026-04-24,Pass,0,
1186,659,11,2025-09-23,Pass,0,
1187,660,24,2026-01-26,Pass,0,
1188,661,15,2026-01-28,"Pass with Deficiency",4,"Sed architecto cum dolorem et eos eaque officia."
1189,661,14,2025-05-03,Pass,0,
1190,662,5,2024-06-04,"Pass with Deficiency",1,"Suscipit quos vel quibusdam maxime ipsum cumque."
1191,662,1,2025-01-13,Pass,0,
1192,662,22,2025-01-23,Pass,0,
1193,663,15,2026-01-09,Pass,0,
1194,663,19,2026-03-02,Pass,0,
1195,665,8,2024-12-15,Pass,0,
1196,666,19,2025-06-21,Pass,0,
1197,667,17,2024-10-19,"Pass with Deficiency",4,"Commodi doloremque dolorum quia."
1198,667,11,2026-02-14,Pass,0,
1199,667,6,2026-04-13,Fail,1,"Distinctio id atque vel labore."
1200,668,24,2025-06-15,Pass,0,
1201,668,9,2025-09-22,Pass,0,
1202,668,11,2024-10-18,Pass,0,
1203,669,4,2025-05-13,Pass,0,
1204,670,8,2024-09-22,"Pass with Deficiency",3,"Ad id quisquam assumenda ea."
1205,670,20,2025-11-13,"Pass with Deficiency",2,"Assumenda ut harum dolorem qui ipsam."
1206,671,5,2025-07-19,Pass,0,
1207,671,17,2025-09-04,"Pass with Deficiency",1,"Consectetur saepe adipisci optio similique eveniet."
1208,672,18,2024-07-18,Pass,0,
1209,673,16,2025-01-13,"Pass with Deficiency",1,"Iusto sit vel molestias consequatur veniam molestiae nihil itaque."
1210,674,10,2026-01-19,Fail,4,"Ipsa odit modi tenetur laboriosam dolorem at est impedit culpa."
1211,676,17,2025-04-09,Pass,0,
1212,676,10,2025-03-31,"Pass with Deficiency",1,"A repellendus sed exercitationem."
1213,677,16,2026-06-04,Pass,0,
1214,677,5,2024-12-28,Fail,1,"Modi porro laudantium quidem error quisquam reiciendis nisi reiciendis."
1215,679,24,2024-11-30,"Pass with Deficiency",1,"Fugiat illum natus hic cum qui harum fugiat ea in."
1216,680,17,2025-04-09,Pass,0,
1217,681,24,2026-03-06,Pass,0,
1218,681,3,2024-02-09,"Pass with Deficiency",3,"Maxime reiciendis nostrum possimus earum officiis minus."
1219,681,14,2025-12-23,Pass,0,
1220,682,11,2025-07-25,Pass,0,
1221,682,22,2025-10-11,"Pass with Deficiency",1,"Impedit sequi delectus enim odio nulla earum."
1222,682,21,2024-05-20,Pass,0,
1223,683,13,2025-11-20,"Pass with Deficiency",2,"Laudantium eum corrupti voluptas ad voluptas eligendi commodi ipsa ab at."
1224,683,7,2024-06-04,Pass,0,
1225,683,16,2024-10-16,"Pass with Deficiency",4,"Laudantium exercitationem est reiciendis."
1226,685,7,2024-03-31,Pass,0,
1227,686,24,2025-03-20,"Pass with Deficiency",1,"Iure recusandae ex sapiente veritatis animi quod architecto."
1228,686,3,2025-09-17,Pass,0,
1229,686,7,2025-03-04,"Pass with Deficiency",1,"Delectus tempore dolorum fugit accusamus voluptate quaerat harum voluptate."
1230,687,9,2025-10-08,Pass,0,
1231,687,19,2024-12-23,Pass,0,
1232,687,16,2024-07-03,Pass,0,
1233,688,8,2025-05-16,"Pass with Deficiency",4,"Qui alias itaque quo maxime voluptatem labore."
1234,688,21,2024-12-31,Pass,0,
1235,689,16,2024-08-12,Pass,0,
1236,689,4,2025-03-05,Fail,3,"Vel culpa quas quia mollitia commodi laboriosam."
1237,689,15,2025-11-09,Pass,0,
1238,690,4,2024-11-22,Pass,0,
1239,690,22,2025-12-14,Pass,0,
1240,691,23,2026-06-22,Pass,0,
1241,691,16,2025-09-07,"Pass with Deficiency",4,"Dicta suscipit sint dolor beatae odio eveniet."
1242,692,22,2024-10-24,Pass,0,
1243,692,9,2026-06-30,Pass,0,
1244,693,2,2024-11-26,Pass,0,
1245,693,9,2025-02-25,Pass,0,
1246,694,15,2024-09-23,Pass,0,
1247,694,2,2026-01-15,Pass,0,
1248,695,11,2024-02-16,Pass,0,
1249,696,15,2025-08-09,Pass,0,
1250,696,6,2026-03-09,Pass,0,
1251,697,4,2024-05-12,Fail,3,"Recusandae nesciunt id doloribus voluptas neque."
1252,697,20,2026-01-09,Pass,0,
1253,697,1,2026-03-10,"Pass with Deficiency",1,"Porro culpa quo dolorum libero placeat excepturi voluptas quis."
1254,700,11,2025-11-01,"Pass with Deficiency",1,"Animi officia praesentium recusandae commodi."
1255,700,2,2025-01-05,Pass,0,
1256,700,18,2024-06-09,Pass,0,
1257,701,13,2024-10-24,"Pass with Deficiency",2,"Et nam officia expedita tempora quasi accusantium."
1258,701,6,2025-02-27,"Pass with Deficiency",3,"Facere consequatur tempore laborum ipsa eos possimus deleniti."
1259,701,7,2024-09-11,Pass,0,
1260,702,2,2025-05-28,"Pass with Deficiency",1,"Molestiae eum iusto sint nisi similique."
1261,703,16,2024-10-16,Pass,0,
1262,703,10,2025-10-08,Pass,0,
1263,704,8,2026-02-06,Pass,0,
1264,704,4,2025-11-02,"Pass with Deficiency",4,"Architecto culpa eos ea facilis a."
1265,704,13,2026-01-28,Pass,0,
1266,705,3,2025-05-31,Pass,0,
1267,705,24,2024-01-21,"Pass with Deficiency",4,"Fugiat delectus accusantium sequi quod dolores quam omnis molestiae."
1268,706,24,2024-04-07,"Pass with Deficiency",2,"Deleniti placeat quisquam culpa eligendi illum eum atque."
1269,707,19,2026-05-01,"Pass with Deficiency",2,"Aliquam vel debitis adipisci autem."
1270,707,20,2025-03-11,"Pass with Deficiency",3,"Atque necessitatibus saepe omnis minima praesentium."
1271,707,17,2024-10-07,"Pass with Deficiency",3,"Aliquid dolore quaerat accusamus ullam omnis unde."
1272,708,7,2025-11-02,Pass,0,
1273,708,19,2024-10-25,Pass,0,
1274,710,3,2025-02-20,Pass,0,
1275,710,18,2024-10-18,Pass,0,
1276,711,18,2025-01-26,Pass,0,
1277,711,1,2025-01-16,Fail,4,"Iusto odit facere quia tempora."
1278,711,25,2024-04-20,Pass,0,
1279,712,8,2024-01-26,Pass,0,
1280,712,13,2025-01-13,"Pass with Deficiency",4,"Recusandae animi nulla minus quasi rerum aspernatur dolor."
1281,713,19,2024-11-14,Pass,0,
1282,713,11,2025-10-07,Pass,0,
1283,714,4,2024-07-31,Pass,0,
1284,715,19,2024-05-24,Pass,0,
1285,715,13,2025-04-29,Pass,0,
1286,716,24,2024-03-01,"Pass with Deficiency",2,"Atque quam minus deleniti minima dolorum numquam debitis quibusdam impedit."
1287,716,25,2025-02-25,Pass,0,
1288,716,10,2024-02-07,"Pass with Deficiency",2,"Quisquam nemo perferendis praesentium incidunt."
1289,717,23,2025-02-20,Pass,0,
1290,717,1,2024-08-02,Pass,0,
1291,718,16,2024-11-16,Pass,0,
1292,718,21,2025-04-17,Pass,0,
1293,718,23,2025-07-22,Pass,0,
1294,719,24,2024-04-17,Pass,0,
1295,719,14,2025-01-19,Pass,0,
1296,719,5,2025-06-16,"Pass with Deficiency",2,"Cumque debitis illo excepturi culpa."
1297,720,4,2025-03-24,Pass,0,
1298,720,4,2025-03-10,Pass,0,
1299,720,16,2026-04-02,Pass,0,
1300,721,16,2026-06-14,Pass,0,
1301,721,18,2024-01-10,Pass,0,
1302,721,10,2024-10-28,Pass,0,
1303,723,22,2024-11-26,Pass,0,
1304,723,20,2024-05-24,"Pass with Deficiency",2,"Ipsam explicabo et voluptatibus eveniet fuga quisquam inventore quas non."
1305,723,10,2024-07-28,Pass,0,
1306,724,23,2025-09-11,Pass,0,
1307,724,9,2024-08-03,Pass,0,
1308,724,11,2024-06-17,Fail,2,"Molestias fugiat mollitia quia facere iste vero a alias eligendi."
1309,725,23,2024-11-21,"Pass with Deficiency",1,"Maxime voluptatibus error error."
1310,725,14,2025-04-26,Pass,0,
1311,725,3,2024-11-15,Fail,1,"Dolor et quo velit reprehenderit ullam maiores."
1312,726,7,2024-04-06,Pass,0,
1313,726,18,2024-04-06,Pass,0,
1314,726,2,2025-08-31,Pass,0,
1315,727,3,2025-07-26,Pass,0,
1316,728,12,2024-07-16,Pass,0,
1317,729,10,2025-08-21,"Pass with Deficiency",4,"Unde culpa alias explicabo consequuntur facilis neque doloremque repellat at."
1318,729,24,2025-10-01,Pass,0,
1319,730,9,2025-10-18,Pass,0,
1320,730,22,2025-08-29,Pass,0,
1321,731,4,2024-07-01,"Pass with Deficiency",3,"Necessitatibus dolor aspernatur eveniet laboriosam laborum tempore praesentium."
1322,732,19,2026-03-27,Pass,0,
1323,732,17,2026-02-23,Pass,0,
1324,733,11,2026-05-23,Pass,0,
1325,733,19,2026-04-06,Pass,0,
1326,734,20,2025-04-29,Pass,0,
1327,734,7,2026-03-13,Pass,0,
1328,734,8,2026-04-02,Fail,1,"Nisi error quasi nemo aspernatur."
1329,735,5,2025-05-01,Pass,0,
1330,735,1,2024-02-23,Pass,0,
1331,735,5,2025-03-26,Pass,0,
1332,736,22,2024-11-05,Pass,0,
1333,736,17,2025-07-27,"Pass with Deficiency",2,"Ullam ex sunt ipsa ut."
1334,737,13,2024-12-29,"Pass with Deficiency",4,"Sit dolorem officiis nobis accusamus quod."
1335,737,10,2025-06-27,"Pass with Deficiency",3,"Amet minima eum natus eveniet possimus corrupti perferendis."
1336,739,20,2025-10-10,"Pass with Deficiency",2,"Voluptas quidem nemo at inventore ratione corporis excepturi."
1337,740,23,2025-03-23,Pass,0,
1338,740,18,2025-12-12,Pass,0,
1339,741,22,2025-03-21,Pass,0,
1340,741,21,2024-01-26,Pass,0,
1341,743,15,2026-01-15,"Pass with Deficiency",3,"Nemo aliquid id assumenda magnam quo consectetur consequatur nam."
1342,743,14,2025-07-27,Pass,0,
1343,744,13,2026-02-04,Pass,0,
1344,745,7,2025-06-22,Pass,0,
1345,747,1,2024-12-02,Pass,0,
1346,748,12,2025-09-13,"Pass with Deficiency",1,"Hic necessitatibus natus voluptatum minima doloribus eaque inventore placeat."
1347,749,2,2025-10-19,Pass,0,
1348,749,16,2025-12-13,Pass,0,
1349,750,9,2024-02-28,Pass,0,
1350,750,19,2025-09-14,"Pass with Deficiency",4,"At perferendis incidunt expedita eum nisi ad esse voluptates nulla."
1351,750,21,2024-06-26,Pass,0,
1352,751,24,2024-02-09,"Pass with Deficiency",1,"Numquam ipsam unde doloremque placeat culpa quas assumenda qui."
1353,751,12,2025-12-31,Pass,0,
1354,752,23,2024-03-25,"Pass with Deficiency",2,"Veniam unde sit reprehenderit accusamus possimus beatae."
1355,753,4,2025-10-14,Pass,0,
1356,753,23,2024-04-09,Pass,0,
1357,754,9,2025-11-01,Fail,2,"Iusto ex qui distinctio molestias quibusdam molestias numquam voluptatibus."
1358,754,20,2026-05-07,"Pass with Deficiency",3,"Fugiat temporibus minima ducimus."
1359,754,22,2025-12-27,"Pass with Deficiency",3,"Eligendi ratione nulla amet omnis."
1360,755,19,2025-06-12,"Pass with Deficiency",3,"Architecto optio optio totam."
1361,756,22,2026-05-07,Pass,0,
1362,757,22,2024-07-16,Pass,0,
1363,757,25,2026-01-16,Pass,0,
1364,757,9,2025-03-30,Pass,0,
1365,758,9,2025-12-06,Pass,0,
1366,759,14,2026-02-03,Pass,0,
1367,759,1,2025-07-28,Pass,0,
1368,759,12,2025-04-22,Pass,0,
1369,760,23,2025-04-19,Pass,0,
1370,760,3,2024-04-02,Pass,0,
1371,760,6,2024-11-21,"Pass with Deficiency",2,"Sint accusantium sint officiis doloremque fugit voluptate aut."
1372,761,21,2026-03-18,Fail,2,"Laborum nisi at dicta vitae natus quae aliquam."
1373,761,1,2025-01-18,Pass,0,
1374,761,15,2026-01-11,Pass,0,
1375,762,10,2026-02-04,"Pass with Deficiency",2,"Esse laudantium quia accusantium placeat explicabo esse voluptatum voluptatem eius."
1376,763,5,2025-01-23,Pass,0,
1377,763,23,2024-10-12,Pass,0,
1378,763,5,2025-02-27,Pass,0,
1379,764,7,2024-07-23,Pass,0,
1380,765,10,2025-03-26,Pass,0,
1381,766,3,2025-08-15,Pass,0,
1382,766,12,2025-10-19,Pass,0,
1383,767,15,2024-02-07,"Pass with Deficiency",2,"Numquam soluta tempora repellendus adipisci."
1384,767,19,2025-07-04,Pass,0,
1385,767,19,2025-12-20,Pass,0,
1386,768,12,2025-11-29,Pass,0,
1387,768,10,2025-12-17,Pass,0,
1388,769,18,2024-04-02,"Pass with Deficiency",3,"Veniam dolorem exercitationem hic consequatur quas maxime perspiciatis sit placeat."
1389,769,17,2024-08-11,"Pass with Deficiency",3,"Dolores corrupti voluptas tenetur eveniet molestiae dignissimos consequuntur molestiae."
1390,769,15,2024-04-28,Pass,0,
1391,770,22,2025-05-01,Pass,0,
1392,770,5,2024-11-26,Pass,0,
1393,770,12,2025-11-05,Pass,0,
1394,771,2,2024-04-17,Pass,0,
1395,771,21,2024-01-09,Pass,0,
1396,771,6,2024-12-08,Pass,0,
1397,773,21,2025-01-01,"Pass with Deficiency",2,"Similique est provident minima consequatur voluptatum."
1398,773,10,2025-07-13,Pass,0,
1399,774,25,2026-04-08,Pass,0,
1400,775,15,2025-12-12,Pass,0,
1401,775,14,2026-05-04,"Pass with Deficiency",4,"Omnis natus culpa architecto minus quaerat."
1402,775,8,2025-01-17,Pass,0,
1403,776,11,2025-02-14,Pass,0,
1404,776,10,2026-06-17,Pass,0,
1405,776,8,2025-03-07,"Pass with Deficiency",1,"Et sunt quas quisquam sunt impedit."
1406,777,25,2025-08-14,Pass,0,
1407,777,13,2024-06-16,Pass,0,
1408,778,6,2025-08-04,Fail,2,"Esse quia reprehenderit odio qui corrupti deleniti consectetur."
1409,778,25,2025-11-10,Pass,0,
1410,778,11,2024-04-02,"Pass with Deficiency",1,"Quis nostrum eaque necessitatibus doloremque."
1411,779,25,2024-12-20,Pass,0,
1412,779,15,2025-04-16,Pass,0,
1413,780,22,2026-06-23,Pass,0,
